"","X2_3","X2_5","X2_7","X2_9","X2_11","X2_13","X2_15"
"CHOYP_BRAFLDRAFT_126943.1.3|m.6839",4.5,7.5,14,14,3,5,12
"CHOYP_DVIR_GJ22204.1.1|m.17270",7,9.5,11,5.5,2,5.5,6.5
"CHOYP_UBE2N.1.1|m.62056",8.5,7.5,7,7.5,0,4.5,8.5
"CHOYP_GCST.1.1|m.16047",9,8,6.5,6,1,2,8
"CHOYP_BRAFLDRAFT_127466.1.1|m.62415",11.5,14.5,12.5,8,0,0,1
"CHOYP_LOC100378644.2.2|m.58497",11,8,7.5,3,0.5,0.5,7.5
"CHOYP_LOC100486063.5.9|m.39538",3.5,6,6,12,0,3.5,11
"CHOYP_ELOB.1.1|m.56270",8,5.5,7.5,8.5,5,5.5,8
"CHOYP_ISCW_ISCW011341.1.1|m.18728",9.5,8,9.5,9.5,2,2.5,8
"CHOYP_LOC100369935.1.1|m.40124",13,8,12,8.5,1,1.5,3
"CHOYP_LOC101040300.1.2|m.6533",7.5,6.5,7,6,1.5,4,9
"CHOYP_LOC578680.1.1|m.49370",12,7,8.5,4.5,0,0.5,0
"CHOYP_ABCF2.1.2|m.28360",11.5,9.5,12,9,1.5,3.5,5
"CHOYP_NEMVEDRAFT_V1G135670.1.1|m.18689",12,12,8,4.5,0.5,1.5,5.5
"CHOYP_LOC663261.1.1|m.21784",11.5,9.5,10,6,2,4,8.5
"CHOYP_LOC100371005.1.2|m.2526",5.5,3.5,5,8,3.5,6.5,12
"CHOYP_ZNF259.1.1|m.10424",9.5,9,7,7,0.5,0,9
"CHOYP_contig_024697|m.28081",10.5,10,12,5,1,1,12.5
"CHOYP_LOC100634688.6.6|m.63689",11,7.5,8,5,3,5,6.5
"CHOYP_VRP.2.4|m.18914",13,13,10.5,11,1.5,4.5,5.5
"CHOYP_LOC100185549.5.6|m.62694",8.5,8,5.5,3,0.5,0.5,5.5
"CHOYP_LOC100366787.1.1|m.65795",8.5,8.5,9.5,6.5,1.5,4.5,5
"CHOYP_BRAFLDRAFT_114106.1.1|m.28307",12.5,9.5,9,8.5,1,1.5,2.5
"CHOYP_FMRP.1.2|m.37742",12.5,9,7,3.5,0.5,1,4.5
"CHOYP_TITIN.6.19|m.31591",0,0,0,17,0,0,0
"CHOYP_MYEF2.1.1|m.18999",11.5,11.5,7.5,3.5,2.5,1.5,4
"CHOYP_ACAC.1.2|m.16888",7.5,10.5,7,6,0.5,2,8
"CHOYP_MYS.1.7|m.433",8.5,7.5,7.5,7,4.5,5,3
"CHOYP_ALDR.1.1|m.50075",4.5,6.5,9,7,3,2.5,11
"CHOYP_contig_052083|m.62396",1,3,7,10.5,0.5,1,6
"CHOYP_BRAFLDRAFT_97881.1.1|m.46581",10,7.5,8,4.5,0,0,3
"CHOYP_AGAP_AGAP006478.1.1|m.44472",9.5,10,7,6.5,1.5,3,7
"CHOYP_ANR17.1.2|m.772",8,7.5,8.5,6.5,3,3,9
"CHOYP_CG17147.1.1|m.28107",14,11.5,8,5.5,1.5,3.5,6.5
"CHOYP_LOC100123907.1.1|m.2987",14,7,0,12.5,5,9,11.5
"CHOYP_LOC100371390.1.1|m.8047",6.5,7,5.5,5.5,2.5,3.5,10
"CHOYP_RIR1.2.2|m.30556",11.5,10,8,4.5,0,0.5,5.5
"CHOYP_ATS6.3.3|m.56109",21.5,17.5,12,5,0.5,0,0
"CHOYP_PP1B.2.3|m.22075",7.5,7,7.5,7.5,1.5,4,6.5
"CHOYP_UAFA.6.8|m.45002",14.5,15.5,12,7.5,4.5,11,0
"CHOYP_contig_022643|m.25874",2.5,11,2.5,18,0,1.5,21.5
"CHOYP_ES1.1.1|m.66406",10.5,8,3,6.5,3,3.5,5
"CHOYP_STXB1.1.1|m.56878",9.5,8.5,8,2,1,0.5,7
"CHOYP_1433Z.1.1|m.17045",8,7.5,7,6,2,7,8
"CHOYP_SAHH3.2.2|m.51221",2,12,0,11.5,12.5,0,3.5
"CHOYP_GSTO2.1.1|m.36486",7,7.5,6.5,7.5,4.5,5.5,8
"CHOYP_LOC100370330.1.1|m.10944",10,10.5,7,6.5,2,4,8
"CHOYP_CDC5L.1.1|m.25107",14,8.5,10.5,4,2.5,3,6
"CHOYP_LOC100164363.1.1|m.61731",5.5,7.5,7,6.5,3,5.5,6.5
"CHOYP_PPID.1.1|m.55261",8,6,7.5,6.5,3.5,4,7.5
"CHOYP_BRAFLDRAFT_121507.1.2|m.30603",7.5,8.5,8,7.5,5,4,2.5
"CHOYP_BRAFLDRAFT_283789.1.1|m.40987",8,5,32.5,7.5,4,3,2
"CHOYP_ADAMTS16.1.1|m.28149",23.5,21,15.5,5,0,0,0
"CHOYP_ANM5.1.1|m.1529",9,9.5,9,6.5,0.5,1,10
"CHOYP_NEMVEDRAFT_V1G154303.1.1|m.3521",9.5,8.5,11,7,0.5,2.5,7.5
"CHOYP_CAN5.1.1|m.42243",16,6.5,6.5,1.5,1,3,5
"CHOYP_CATS.1.1|m.45218",11,10,7.5,5.5,4,2.5,9
"CHOYP_EEF1A.2.3|m.20692",8,7,9.5,6,1,2.5,6.5
"CHOYP_HMCN1.28.44|m.47379",0,1,3,5,0.5,0.5,4.5
"CHOYP_UBQL4.1.1|m.37426",7.5,9,6,6.5,1,2,6
"CHOYP_LOC100879389.2.2|m.63959",7.5,7,3.5,6.5,4,5,6.5
"CHOYP_DCUP.1.1|m.7527",9,9,7,5.5,3.5,6.5,7
"CHOYP_MTHR.1.1|m.54596",3.5,8.5,18.5,13,1.5,4,11.5
"CHOYP_EFCAB1.1.1|m.43342",7,9,7,8.5,3,4,3.5
"CHOYP_LOC100644321.6.7|m.56495",10,7.5,6.5,7,0.5,3,4
"CHOYP_GSK3B.1.1|m.62139",8.5,8,8,5.5,0,0.5,6
"CHOYP_AUHM.2.2|m.44102",9,9.5,7.5,6,1.5,2.5,8
"CHOYP_BRAFLDRAFT_115113.1.2|m.31023",7.5,8,6,8,2,3.5,6.5
"CHOYP_BRAFLDRAFT_61845.1.1|m.37831",8,7,10,5.5,2.5,1.5,4.5
"CHOYP_LOC100378331.1.1|m.47480",7.5,10,9,4,0,0,1.5
"CHOYP_BRAFLDRAFT_58684.1.1|m.13006",6.5,8.5,8.5,7.5,1,0.5,6.5
"CHOYP_AIMP1.1.1|m.16360",8.5,7.5,7.5,6,1,2.5,5.5
"CHOYP_LOC100743901.1.1|m.4559",8,8.5,10.5,5.5,0.5,4,5
"CHOYP_ZYRO0F11880G.1.1|m.7082",8,8,12.5,7.5,4.5,5,2.5
"CHOYP_DC1I2.1.3|m.25743",5.5,0,12.5,8.5,1.5,4,6.5
"CHOYP_NEMVEDRAFT_V1G232294.1.1|m.22465",6,6.5,7.5,6,5.5,6.5,8
"CHOYP_SAE2.1.1|m.59765",8,9.5,6.5,3.5,2,2,8.5
"CHOYP_IF6.1.1|m.22685",6,9.5,9.5,5.5,3.5,4,6
"CHOYP_TRIADDRAFT_64314.1.2|m.9124",6.5,8,8.5,8.5,0.5,4,9
"CHOYP_CEBPZ.1.1|m.12869",6.5,6.5,7.5,6.5,1,1,6
"CHOYP_MF-CPA.1.1|m.3630",6.5,11,5.5,3.5,0,3,7
"CHOYP_LOC100375405.1.1|m.48387",9,7.5,0,1.5,0,0,4.5
"CHOYP_HS12B.7.14|m.40601",7,7.5,6,6,3.5,3,6
"CHOYP_PUA1A.1.1|m.6287",7,7.5,7.5,7,0.5,2,4
"CHOYP_SPT6H.1.1|m.55595",10.5,10.5,8,5.5,2.5,2,5
"CHOYP_BRAFLDRAFT_125840.1.1|m.58396",12.5,7.5,6,3,1.5,5,5.5
"CHOYP_EF1G.2.3|m.50676",6.5,7,7.5,7,3,6.5,5
"CHOYP_LOC100533258.6.6|m.48143",5,8.5,9.5,9,4,4,9
"CHOYP_PHUM_PHUM596940.1.1|m.2151",9,3.5,5,3,1.5,3,4
"CHOYP_PSTA.1.2|m.4739",5,11,12,6,0.5,1,11.5
"CHOYP_LOC100378430.1.1|m.63142",15,9,5.5,4,0.5,1,3
"CHOYP_LDB3.1.1|m.371",14,7.5,6.5,4.5,0,0,3
"CHOYP_GPDA.1.2|m.6967",9,7.5,8,5.5,1,3,8.5
"CHOYP_KDM1A.1.1|m.60229",8,10,5.5,4.5,0,2.5,8.5
"CHOYP_LOC100329062.1.2|m.10150",7,9,10.5,6,1,1,5
"CHOYP_LOC100368658.1.1|m.16577",8,5,5.5,8,0.5,5,7.5
"CHOYP_LOC100374370.1.1|m.56335",2,6.5,10,7.5,2,4,7.5
"CHOYP_CPIPJ_CPIJ008112.1.1|m.51524",4,8,6.5,4,0,1.5,5.5
"CHOYP_TBB.2.7|m.37919",6.5,7.5,9.5,5,0,2,6
"CHOYP_LOC100367787.1.1|m.52250",13.5,8,6.5,6,1,1.5,2
"CHOYP_contig_039366|m.44569",11,10.5,10.5,5.5,0.5,2.5,3
"CHOYP_ELOC.1.1|m.1299",7,8,8,6.5,4,6,4
"CHOYP_LOC591690.1.1|m.30550",7.5,10.5,7.5,5,2.5,4.5,8
"CHOYP_CALM.35.50|m.49987",7.5,7,6.5,7,4,7,6.5
"CHOYP_CSK.1.1|m.55145",6,6.5,4.5,5.5,1.5,4,11
"CHOYP_BRAFLDRAFT_284587.1.3|m.284",10,9,7,6.5,0.5,1.5,9
"CHOYP_BRAFLDRAFT_81609.1.1|m.94",3,5.5,11,6.5,0.5,2,1.5
"CHOYP_LOC100213558.1.1|m.45753",7,6.5,6.5,6.5,3.5,2.5,7
"CHOYP_SSPO.12.14|m.53188",7.5,2.5,4.5,5.5,2,3.5,4.5
"CHOYP_LOC100122293.2.2|m.61265",7.5,5,5.5,6.5,2,4.5,8
"CHOYP_TPM2.8.8|m.50799",0,0,0,0,7.5,28,23
"CHOYP_contig_025897|m.29562",5.5,8.5,9.5,5,3.5,2,5.5
"CHOYP_CAOG_02976.1.2|m.41292",8,9,7,5.5,3.5,4.5,7
"CHOYP_NEMVEDRAFT_V1G97278.2.2|m.63648",11,9,8.5,6.5,3.5,4.5,5.5
"CHOYP_NRX4.1.1|m.8135",6.5,9.5,15,4,1,3,4
"CHOYP_ANK.2.3|m.19487",0,0,0,0,9.5,3,37
"CHOYP_CATA.2.3|m.18454",4.5,7.5,13,7,0,1,10
"CHOYP_EP15R.1.1|m.14260",7.5,8.5,7,6.5,1.5,3.5,6
"CHOYP_ACTC.3.6|m.21571",4,4,3.5,9.5,0,0,7.5
"CHOYP_BRAFLDRAFT_287019.1.1|m.36911",11.5,9.5,6,3,1,2,4.5
"CHOYP_LOC100378839.1.1|m.21328",7,8,8.5,6.5,2,1.5,4
"CHOYP_ISCW_ISCW005651.1.1|m.49000",8,5.5,8.5,6,2,7,6
"CHOYP_LOC100115467.1.1|m.51329",6,5,5,6.5,3.5,4.5,5.5
"CHOYP_BRAFLDRAFT_123969.1.1|m.15145",6.5,10,10,7,0.5,2,4.5
"CHOYP_GALK2.1.2|m.5222",6.5,7,5.5,2.5,0,0.5,6
"CHOYP_MGN2.1.1|m.9330",8,5.5,5,6.5,4.5,3.5,6.5
"CHOYP_contig_024175|m.27461",10,9,8,4,3,4.5,5
"CHOYP_EEF1A.3.3|m.37430",6.5,5.5,7,4,4,4,5.5
"CHOYP_NPC2.5.7|m.30911",5.5,6,5,4.5,6,5,8.5
"CHOYP_PHUM_PHUM319040.1.1|m.54919",9.5,5.5,5,5,1.5,5.5,7
"CHOYP_RAGP1.1.1|m.64037",9.5,8.5,8,6,0,1,5
"CHOYP_LOC100633077.1.4|m.4444",3,3,9.5,3,0,3.5,3
"CHOYP_SYFA.1.1|m.53256",7,8,8,4.5,1,1,7
"CHOYP_BRAFLDRAFT_120607.1.3|m.8455",8,7.5,10,3.5,0.5,0,1
"CHOYP_CC1G_13336.1.3|m.23079",8,6,13,7.5,1.5,4,2.5
"CHOYP_LMO7.1.1|m.27803",6,4.5,8,3.5,1.5,2.5,5
"CHOYP_LOC756760.1.1|m.1259",8,8.5,8.5,3.5,2,1,6
"CHOYP_DUOX1.1.4|m.14284",17,0,8.5,7.5,3,3.5,0
"CHOYP_LOC581113.2.2|m.57598",9,8,7,3,0,2,4.5
"CHOYP_BRAFLDRAFT_279360.1.1|m.11115",5.5,7,6.5,8,3,4.5,8
"CHOYP_AP3M2.1.1|m.43706",8.5,6.5,9,4,0,0.5,5
"CHOYP_BRAFLDRAFT_275293.1.1|m.16192",8.5,8,8,7,1,3.5,5
"CHOYP_TBCA.1.1|m.12075",6,7,8,8,4.5,6,9
"CHOYP_CALM.15.50|m.30007",5.5,6.5,6.5,9.5,7.5,7.5,4.5
"CHOYP_CUL3B.1.1|m.61644",0,0,18,0,11,0,0
"CHOYP_DYN1.2.3|m.30771",9.5,4,6.5,4,1.5,3.5,7.5
"CHOYP_BRAFLDRAFT_118803.1.1|m.14069",4.5,0,10.5,9,2,0,4
"CHOYP_LOC100366428.1.1|m.3739",7.5,15,8,5,0.5,2.5,4.5
"CHOYP_BRAFLDRAFT_279625.1.1|m.51890",6,11,9.5,4,0,2.5,6.5
"CHOYP_GIGA2.1.1|m.44916",6,8.5,10,4.5,0.5,1,7
"CHOYP_HSP7E.1.1|m.13730",9,7,8.5,4.5,0.5,1.5,6
"CHOYP_LOC100168209.1.1|m.26697",10,9,9,8,5,5,3
"CHOYP_BRAFLDRAFT_114379.1.1|m.57424",9.5,5,8,4.5,1.5,1,5.5
"CHOYP_BRAFLDRAFT_273508.1.4|m.5528",7.5,7,8,4,0,4,8
"CHOYP_LOC100180716.1.2|m.860",7,6,9.5,3,1,2.5,7
"CHOYP_LOC100650648.1.2|m.24726",7.5,9.5,9,5.5,1,3,6.5
"CHOYP_BRAFLDRAFT_63281.2.2|m.46528",7.5,9,7,6,0.5,4.5,6.5
"CHOYP_YAHB.1.1|m.25422",9,8.5,6.5,2.5,0,0,3.5
"CHOYP_MK01.1.1|m.48878",6,6,5.5,5.5,1,2,4.5
"CHOYP_ISCW_ISCW010143.3.3|m.61542",7,7,7.5,7.5,2.5,4.5,6
"CHOYP_LOC100375427.1.1|m.6282",5,7,8.5,4.5,1,4.5,8.5
"CHOYP_LOC661829.1.1|m.64858",8,7,5.5,3.5,0.5,4.5,6
"CHOYP_LOC754102.1.1|m.57575",7,6,8,7,3,2.5,8.5
"CHOYP_H3.1.2|m.3829",12,21.5,8,2,2,1.5,3
"CHOYP_BGAL.2.2|m.41942",8.5,7.5,8,4,1,3,7
"CHOYP_AAEL_AAEL008069.1.2|m.58164",3,3,6.5,6,3.5,3.5,5.5
"CHOYP_SCP.9.12|m.62606",5.5,4,6,7,8,6,6.5
"CHOYP_KAL1.1.1|m.60996",9,9.5,17,7.5,4,5,4.5
"CHOYP_LOC100370246.2.2|m.45836",8,6,7,6,2.5,3.5,8
"CHOYP_GMPAA.1.1|m.1432",6,6.5,7.5,6.5,0.5,1.5,7.5
"CHOYP_LOC580832.1.1|m.66146",8.5,7.5,6,5,2.5,4,5
"CHOYP_P66A.1.1|m.22279",10,9.5,8,4.5,0,1,5.5
"CHOYP_PFD3.1.1|m.56418",8.5,5.5,8.5,5,2.5,4,6
"CHOYP_BRAFLDRAFT_115771.2.2|m.30817",10.5,8.5,7,6.5,1.5,4,5.5
"CHOYP_LOC100375784.2.6|m.7640",10,6.5,10.5,5.5,0,0,2
"CHOYP_LOC655520.2.2|m.14178",9,9,11,5.5,0.5,1.5,8
"CHOYP_LOC100119310.1.1|m.22032",7.5,6.5,7,3.5,1,0,9
"CHOYP_ACT3A.1.1|m.25943",7.5,7.5,6,7,2,1.5,3.5
"CHOYP_DSIM_GD13354.1.1|m.6235",8.5,7,7.5,6,5.5,3,4
"CHOYP_ISCW_ISCW017350.1.1|m.11950",8.5,6,8,1.5,2,1,3.5
"CHOYP_BRAFLDRAFT_67459.2.2|m.56116",9,4.5,5,4,1,1.5,4.5
"CHOYP_CELF2.2.4|m.22506",9,7,8,1,0,0.5,5.5
"CHOYP_SIP.1.1|m.5724",8,6.5,5.5,3.5,2,1.5,6
"CHOYP_contig_024035|m.27331",6,7.5,9,4.5,0,1.5,4.5
"CHOYP_AL8A1.1.1|m.13904",4,5,7.5,3.5,3,5,7.5
"CHOYP_PERQ2.2.2|m.40796",9.5,6.5,9.5,3,1,2,5.5
"CHOYP_LOC100370218.1.1|m.36701",6,6,4,5,1,2,4.5
"CHOYP_KARG.11.11|m.50800",7.5,6,7,9.5,0,0,7
"CHOYP_LOC100368938.2.2|m.53945",9.5,6,8,4,1,1.5,1.5
"CHOYP_GPN3.1.2|m.6649",7.5,7.5,8,3.5,2,1.5,8
"CHOYP_LOC100644321.3.7|m.24037",4.5,3,6.5,7,0.5,3,8.5
"CHOYP_SK2L2.1.1|m.35679",7.5,6.5,4.5,7.5,3.5,7,6.5
"CHOYP_CPVL.2.2|m.62669",8.5,9.5,8,4.5,2,2.5,2
"CHOYP_LOC100373083.1.2|m.19987",7,5.5,18,3,0.5,1,2
"CHOYP_AAEL_AAEL008257.2.3|m.36861",8.5,6.5,6.5,6,3.5,3.5,5.5
"CHOYP_BRAFLDRAFT_284587.3.3|m.26954",2,4,8,4.5,3,2.5,5.5
"CHOYP_THNS1.1.1|m.28661",7,5,5,5.5,0,0.5,3.5
"CHOYP_LOC100374277.2.3|m.23204",5,4.5,5.5,2,0.5,1,6.5
"CHOYP_RS27L.1.4|m.9354",6.5,5.5,7.5,5,1.5,3,6
"CHOYP_contig_002279|m.2484",2.5,6.5,6.5,8,1,2.5,4.5
"CHOYP_LARP4.1.1|m.14987",11.5,8.5,9,4.5,0,0,5
"CHOYP_contig_010276|m.11960",7.5,7.5,17,7.5,6,3,2.5
"CHOYP_ADAMTS18.1.2|m.4932",3.5,6.5,6.5,5,0,3,9.5
"CHOYP_SMP_051990.2.7|m.611",7,6.5,5.5,5,0,4,8
"CHOYP_LOC100367051.1.1|m.13013",8.5,2.5,9,6.5,2.5,1,5
"CHOYP_WDR52.1.1|m.21751",7.5,5.5,6.5,3.5,1.5,0,2
"CHOYP_CP080.1.1|m.24911",8,7.5,8,5.5,1.5,2.5,6
"CHOYP_GDE.1.1|m.54948",5.5,7.5,7.5,5,0,6,10.5
"CHOYP_LOC100186733.1.1|m.7066",7,7,8.5,4.5,2.5,3.5,4.5
"CHOYP_NEMVEDRAFT_V1G236573.2.2|m.47233",8,7.5,6,6,0.5,2.5,8.5
"CHOYP_SMC3.1.1|m.65133",13,7,4.5,5,0.5,0.5,1
"CHOYP_TWF1.1.1|m.62154",6.5,5.5,4,6.5,1.5,4.5,8
"CHOYP_SASB.3.3|m.51787",3.5,7,11,7.5,3,5,8
"CHOYP_LOC100931580.2.2|m.44310",5.5,4,3.5,5.5,3,4.5,7
"CHOYP_PHUM_PHUM450820.1.1|m.40803",8.5,7.5,9,6.5,0.5,2.5,6.5
"CHOYP_LOC657378.1.1|m.14648",9,0,15,0,5.5,4.5,0
"CHOYP_RLA1.5.12|m.15482",0,0,11,11.5,0,0,21.5
"CHOYP_ISCW_ISCW015295.1.1|m.22192",9,5,7,3.5,1.5,2,5
"CHOYP_DMOJ_GI11203.1.1|m.24977",7.5,4.5,8,4.5,1.5,1,2.5
"CHOYP_LOC100373694.1.1|m.11753",9,7.5,9.5,9,1.5,2,3
"CHOYP_LOC658280.1.1|m.18469",6,6.5,9,5,5,4.5,7
"CHOYP_BRAFLDRAFT_89961.1.3|m.5717",3,4.5,7,8,1,1,9
"CHOYP_KCP.9.13|m.43409",6.5,6,8,7,2,3.5,6.5
"CHOYP_LOC100907253.3.3|m.27327",6,5,6,3.5,3.5,4.5,7.5
"CHOYP_PABP2.1.1|m.12768",9.5,8.5,8,4.5,0,2,5.5
"CHOYP_NOV.1.2|m.27550",0,0.5,7,5,4.5,11.5,4.5
"CHOYP_LOC100558815.1.1|m.30536",10,5,4.5,3,0.5,1,4
"CHOYP_NEMVEDRAFT_V1G235656.1.1|m.19147",7,7,8.5,6,0,3,6.5
"CHOYP_ISCW_ISCW019027.2.2|m.66984",3.5,3,4.5,6.5,1.5,4.5,15
"CHOYP_LOC100890512.1.1|m.36423",5.5,6,5.5,3.5,5,5.5,8.5
"CHOYP_LOC662543.1.1|m.39811",3.5,3.5,8,5,7,5.5,11
"CHOYP_LOC100116878.1.1|m.11655",5.5,6,6,5,2,2,3.5
"CHOYP_5NT3.1.1|m.24925",6.5,7,5.5,6.5,2.5,3.5,8.5
"CHOYP_LOC100212224.1.1|m.37724",5.5,6.5,7,4,0,1,4.5
"CHOYP_TPM.19.19|m.66623",9,0,18,10,0,0,8
"CHOYP_BIG1.3.3|m.34442",7,8,9.5,5,0.5,1.5,3
"CHOYP_LOC100692139.1.1|m.27787",8.5,6,9.5,3.5,0,1,4
"CHOYP_XRN2.1.1|m.13943",12.5,6.5,7,6,1,8,10
"CHOYP_RL21.1.4|m.19435",6.5,7,7.5,4,0.5,2,6.5
"CHOYP_LOC100373138.1.1|m.23491",5.5,8,8,5,2.5,5,8
"CHOYP_BAG6A.1.1|m.25802",8,6.5,10,3,0,1,6
"CHOYP_LOC100374995.1.3|m.34198",1,3,8,7,0,0,3
"CHOYP_MCM7.1.1|m.50070",10,8,5,5,1.5,3,4
"CHOYP_KLC.2.3|m.40314",10,5,4.5,3,0.5,1.5,4
"CHOYP_BRAFLDRAFT_100695.1.1|m.47761",9,8,8,5,0,0,0
"CHOYP_contig_009176|m.10652",4,4,2.5,0,0,1.5,0
"CHOYP_JIP3.1.1|m.25162",5.5,6,9.5,6.5,0.5,3,5
"CHOYP_DPSE_GA17283.3.3|m.59446",7.5,2.5,1,0.5,4.5,0.5,2
"CHOYP_LOC100113561.1.1|m.37903",6.5,6.5,5.5,4.5,2.5,4.5,8
"CHOYP_LYPA2.1.1|m.45740",8,7,6.5,3,0.5,1.5,3.5
"CHOYP_AMY.3.3|m.64271",2,7.5,7.5,4.5,2,2,8.5
"CHOYP_UBC9B.1.1|m.10688",8,6.5,5,4.5,0,0.5,8
"CHOYP_contig_019436|m.22745",9,7.5,4,6,1,2,6
"CHOYP_CHM4B.1.1|m.19057",6.5,5.5,6,5,0,2.5,6
"CHOYP_PCKG.2.2|m.50139",12.5,7,3,1,1,1,1
"CHOYP_EF2.1.5|m.1541",7.5,6,15.5,9,4,1,1
"CHOYP_KIF2A.2.2|m.62688",6,6,16.5,6.5,3,3,5
"CHOYP_LOC100371885.1.1|m.9427",5,6,12,6,2,2,3.5
"CHOYP_AGAP_AGAP002350.1.1|m.37287",3,3,4,5.5,3,7.5,7.5
"CHOYP_LOC100366862.1.1|m.62455",8.5,8.5,7,4,1,3,4.5
"CHOYP_NEMVEDRAFT_V1G185623.1.1|m.62696",4,3,10.5,5.5,0.5,3.5,8
"CHOYP_TRIADDRAFT_32712.4.4|m.44519",5,5.5,7,5,3,4,6.5
"CHOYP_PPIH.1.1|m.18923",7,4,8,4.5,0.5,1,4
"CHOYP_CNA1.1.1|m.65403",7,6.5,8.5,5,0,3,5
"CHOYP_LOC100367837.1.1|m.56015",7.5,7.5,5,3,0,0.5,5.5
"CHOYP_BRAFLDRAFT_281651.5.8|m.25278",24,11,0,0,0,0,0
"CHOYP_GSTO1.2.2|m.26202",7.5,7,4,6,1.5,5.5,6.5
"CHOYP_BRAFLDRAFT_115040.1.1|m.28389",6.5,5.5,7,5.5,1.5,2,6.5
"CHOYP_BRAFLDRAFT_223429.2.2|m.38659",6,6,6,5.5,1.5,1,5.5
"CHOYP_BRAFLDRAFT_70886.1.1|m.53762",6.5,6,4,4,1.5,3,10
"CHOYP_EF1G.1.3|m.12909",5.5,8.5,5,4,5,5,6
"CHOYP_LOC100181355.1.1|m.48652",4.5,2.5,7.5,10,1.5,3.5,1
"CHOYP_LOC100717261.1.1|m.51839",3,4.5,7,3.5,3.5,5.5,7.5
"CHOYP_LOC100741406.1.1|m.29038",6,3.5,4,5.5,0.5,4,7
"CHOYP_NDUFB9.1.2|m.37494",10,7.5,9,6.5,1,1,1.5
"CHOYP_TEMPT.1.3|m.4934",2,3.5,5.5,5.5,3,3.5,7
"CHOYP_LOC100377100.1.1|m.51994",6,6.5,6,6,1.5,3.5,5
"CHOYP_AAEL_AAEL012950.1.1|m.1373",8,7,9.5,6.5,0,1,0.5
"CHOYP_TNRC6A.2.2|m.59802",7.5,7,4,6.5,1,2,5.5
"CHOYP_RPL36.1.1|m.57199",6,5,8,6,4.5,3.5,4.5
"CHOYP_LOC100903812.1.1|m.65786",4,5.5,6.5,5,1.5,5,8
"CHOYP_BRAFLDRAFT_125481.1.1|m.4369",8.5,7,7,6.5,0.5,1.5,5.5
"CHOYP_LOC100485159.1.1|m.30340",5.5,6.5,6.5,6.5,0,1,3
"CHOYP_LONM.1.1|m.7031",5.5,7.5,8,3.5,0.5,1.5,5
"CHOYP_DPSE_GA30097.1.1|m.24050",5.5,6.5,8,6.5,0,2,4
"CHOYP_LOC100366451.1.1|m.10500",7,4,5,3,1.5,1,0.5
"CHOYP_LOC100692418.1.1|m.55158",3,4.5,11,0.5,3,3.5,6.5
"CHOYP_LOC100755189.1.1|m.33307",6.5,7,7.5,2.5,1,1,5
"CHOYP_NEMVEDRAFT_V1G248362.1.1|m.62940",6,6.5,5.5,5.5,2,4,6
"CHOYP_TRIADDRAFT_53531.1.2|m.12127",9,10,10.5,6,2.5,2.5,1.5
"CHOYP_BRAFLDRAFT_285264.1.1|m.52913",6,7.5,8,5,4,4.5,6
"CHOYP_ISCW_ISCW021457.1.1|m.31134",7.5,6,14,8,2,1.5,1.5
"CHOYP_LOC100377460.1.1|m.38781",5.5,6,5,5,2.5,1.5,5.5
"CHOYP_NU160.1.1|m.46155",8,10,6,4,0,2,5
"CHOYP_SMP_045300.1.1|m.927",7,4.5,7,4.5,0,0.5,3.5
"CHOYP_LOC577905.1.2|m.2598",7,9,9,3.5,1,4,4
"CHOYP_contig_024653|m.28033",7,8,7,8,4.5,3,6
"CHOYP_LOC100180855.2.4|m.46097",6,7.5,7,2.5,0,2.5,4
"CHOYP_MYOF.3.3|m.53228",6.5,5,16,7.5,4,0.5,0.5
"CHOYP_LOC100376151.1.1|m.21094",7,7,5.5,3,0.5,2,4.5
"CHOYP_LOC100744506.1.1|m.44043",0,0,15,12,0,0,17
"CHOYP_MEP50.1.1|m.12931",9,7,7.5,2.5,0,0,6.5
"CHOYP_BRAFLDRAFT_117158.2.2|m.42430",2,3,7,4,0,0.5,9.5
"CHOYP_PHUM_PHUM076810.1.1|m.24070",1,7,14,0,2.5,7,0
"CHOYP_contig_033285|m.37973",5,4.5,8.5,6.5,3.5,4.5,5.5
"CHOYP_LOC100366906.1.1|m.61901",8,5.5,6,3.5,1,1.5,2
"CHOYP_LOC100881316.1.1|m.51540",5.5,5.5,6.5,4,0,0.5,6
"CHOYP_LOC778718.1.1|m.29230",2,7,7.5,5.5,0,2.5,1.5
"CHOYP_NUP98.1.1|m.8689",6.5,7,5,2.5,1,2,4.5
"CHOYP_BRAFLDRAFT_90471.1.2|m.30257",8.5,9,5.5,3.5,3.5,3.5,2.5
"CHOYP_LOC100486063.2.9|m.5918",12,11,5,4.5,2.5,1,2
"CHOYP_LOC100562697.1.1|m.27375",9,7.5,6,3.5,2,1.5,7
"CHOYP_SMP_012720.1.2|m.31152",5,3.5,0,0,20.5,0,5
"CHOYP_SYMC.1.1|m.18367",5,4,5,1.5,2,3,4
"CHOYP_CALM.22.50|m.31010",3.5,8,2,8,8.5,0,6.5
"CHOYP_BRAFLDRAFT_76728.1.1|m.17486",5.5,4,6.5,3.5,1,0,4
"CHOYP_BRAFLDRAFT_277775.1.1|m.12736",7,6,6.5,4.5,0,1.5,5.5
"CHOYP_NEMVEDRAFT_V1G79897.1.1|m.52661",5.5,4.5,3.5,4.5,1.5,2.5,4.5
