"","correlation","t-stat","p-value","FDR"
"CHOYP_PY03350.1.1m.8097",0.26015,1.1744,0.25474,0.78728
"CHOYP_MICPUCDRAFT_54866.4.4m.57185",-0.26015,-1.1744,0.25474,0.78728
"CHOYP_contig_053024m.63605",0.26015,1.1744,0.25474,0.78728
"CHOYP_1433G.2.2m.63451",0.26012,1.1743,0.2548,0.78728
"CHOYP_contig_033822m.38452",0.25991,1.1732,0.2552,0.78728
"CHOYP_BIG1.3.3m.34442",0.25987,1.173,0.25528,0.78728
"CHOYP_contig_008795m.10231",0.25981,1.1727,0.25539,0.78728
"CHOYP_BRAFLDRAFT_123540.1.1m.10582",-0.25979,-1.1727,0.25542,0.78728
"CHOYP_DANA_GF16638.1.1m.10255",-0.25967,-1.1721,0.25564,0.78728
"CHOYP_LMBL3.1.1m.14251",0.25963,1.1719,0.25572,0.78728
"CHOYP_LRP1.5.5m.54869",-0.25962,-1.1718,0.25576,0.78728
"CHOYP_LOC582121.1.1m.30176",0.25955,1.1715,0.25588,0.78728
"CHOYP_LOC100377736.1.1m.251",-0.25944,-1.171,0.25609,0.78728
"CHOYP_CARNS1.4.6m.40244",-0.2594,-1.1708,0.25617,0.78728
"CHOYP_LOC764565.1.1m.3966",0.25934,1.1705,0.25628,0.78728
"CHOYP_LOC100695151.2.2m.30573",0.25933,1.1704,0.25631,0.78728
"CHOYP_LIN9.1.1m.12005",-0.25928,-1.1702,0.25639,0.78728
"CHOYP_LOC589952.4.5m.31147",-0.25928,-1.1702,0.25639,0.78728
"CHOYP_contig_011571m.13308",-0.25928,-1.1702,0.25639,0.78728
"CHOYP_contig_006758m.7690",-0.25928,-1.1702,0.25639,0.78728
"CHOYP_LOC100374422.1.2m.26376",-0.25922,-1.1699,0.25651,0.78728
"CHOYP_ND1.4.5m.42588",-0.25892,-1.1684,0.25708,0.78728
"CHOYP_ECHVI_0367.2.2m.16808",0.25884,1.1681,0.25723,0.78728
"CHOYP_BRAFLDRAFT_118423.1.3m.29148",-0.25884,-1.1681,0.25723,0.78728
"CHOYP_UBC9B.1.1m.10688",0.25874,1.1676,0.25742,0.78728
"CHOYP_LOC100373522.5.5m.54028",-0.25867,-1.1673,0.25754,0.78728
"CHOYP_LOC100377381.2.2m.49035",0.25855,1.1667,0.25778,0.78728
"CHOYP_contig_001317m.1351",-0.25841,-1.166,0.25804,0.78728
"CHOYP_SMC3.1.1m.65133",0.25831,1.1655,0.25825,0.78728
"CHOYP_BRAFLDRAFT_265208.3.7m.10791",-0.258,-1.164,0.25884,0.78728
"CHOYP_PP1RA.1.1m.9915",0.25799,1.1639,0.25886,0.78728
"CHOYP_LOC100769755.1.1m.59793",0.25794,1.1637,0.25895,0.78728
"CHOYP_BRAFLDRAFT_131151.3.4m.57848",0.25786,1.1633,0.25911,0.78728
"CHOYP_TBCD1.1.1m.14806",-0.25786,-1.1633,0.25911,0.78728
"CHOYP_BRAFLDRAFT_80919.1.1m.62047",-0.25786,-1.1633,0.25911,0.78728
"CHOYP_LOC100553809.1.1m.45965",0.25784,1.1632,0.25913,0.78728
"CHOYP_VAV2.3.3m.62875",0.25784,1.1632,0.25914,0.78728
"CHOYP_AP2A2.1.1m.62726",0.25781,1.1631,0.25919,0.78728
"CHOYP_UBXN7.1.1m.64349",0.25766,1.1624,0.25948,0.78728
"CHOYP_BRAFLDRAFT_118709.2.4m.41225",0.25766,1.1624,0.25948,0.78728
"CHOYP_LOC100378083.3.3m.65631",0.25766,1.1624,0.25948,0.78728
"CHOYP_BRAFLDRAFT_123397.1.1m.42218",0.25766,1.1624,0.25948,0.78728
"CHOYP_Y0417.2.2m.29395",-0.25765,-1.1623,0.2595,0.78728
"CHOYP_LOC100743601.1.1m.37797",0.25725,1.1604,0.26027,0.78728
"CHOYP_CO1A1.1.1m.32133",0.25716,1.16,0.26043,0.78728
"CHOYP_BRAFLDRAFT_67261.1.2m.16694",0.25704,1.1594,0.26067,0.78728
"CHOYP_LOC100718468.1.1m.11334",-0.25695,-1.1589,0.26085,0.78728
"CHOYP_ZGC_136858.1.1m.51274",0.25695,1.1589,0.26085,0.78728
"CHOYP_BRAFLDRAFT_119036.1.1m.18576",-0.25695,-1.1589,0.26085,0.78728
"CHOYP_LOC100377501.1.1m.13155",-0.25683,-1.1583,0.26108,0.78728
"CHOYP_LOC100368918.1.2m.6229",0.25678,1.1581,0.26118,0.78728
"CHOYP_GM2A.2.3m.19346",0.25675,1.158,0.26122,0.78728
"CHOYP_contig_015712m.18387",0.25664,1.1574,0.26145,0.78728
"CHOYP_MCCA.1.1m.18170",0.25659,1.1572,0.26153,0.78728
"CHOYP_APLP.1.2m.5955",-0.25654,-1.157,0.26163,0.78728
"CHOYP_PAN2.1.1m.44693",0.25647,1.1566,0.26177,0.78728
"CHOYP_LOC100638372.1.1m.60468",0.2564,1.1563,0.2619,0.78728
"CHOYP_PHUM_PHUM233260.1.1m.6315",0.25637,1.1561,0.26196,0.78728
"CHOYP_UNC89.1.19m.7848",0.25633,1.156,0.26203,0.78728
"CHOYP_NEMVEDRAFT_V1G197314.1.2m.61420",0.25625,1.1556,0.26219,0.78728
"CHOYP_ATP5C1.1.1m.16222",0.25622,1.1554,0.26225,0.78728
"CHOYP_SYFA.1.1m.53257",-0.25619,-1.1552,0.26231,0.78728
"CHOYP_BRAFLDRAFT_120970.1.1m.63798",-0.25607,-1.1547,0.26253,0.78728
"CHOYP_AGAP_AGAP002350.1.1m.37286",0.25607,1.1547,0.26253,0.78728
"CHOYP_LOC101157864.1.2m.9913",0.25607,1.1547,0.26253,0.78728
"CHOYP_SCOT1.1.1m.59655",0.25607,1.1547,0.26253,0.78728
"CHOYP_LOC566887.1.1m.45765",0.25607,1.1547,0.26253,0.78728
"CHOYP_ANXA7.1.4m.4514",-0.25595,-1.1541,0.26278,0.78728
"CHOYP_RAB21.1.1m.56542",-0.25595,-1.1541,0.26278,0.78728
"CHOYP_LOC100370401.1.1m.15416",0.25578,1.1533,0.26309,0.78728
"CHOYP_GUAD.1.1m.33511",0.2553,1.151,0.26402,0.78728
"CHOYP_LOC101069588.1.1m.34189",0.25515,1.1502,0.26432,0.78728
"CHOYP_LOC100374909.1.2m.4076",-0.25515,-1.1502,0.26432,0.78728
"CHOYP_GBLP.3.7m.20931",0.25511,1.15,0.2644,0.78728
"CHOYP_LOC100371005.1.2m.2526",0.25508,1.1499,0.26445,0.78728
"CHOYP_LOC100377751.1.1m.26359",-0.25505,-1.1498,0.26451,0.78728
"CHOYP_LOC100703202.1.1m.10370",0.25482,1.1487,0.26495,0.78728
"CHOYP_ANK3.7.9m.43272",-0.25458,-1.1475,0.26542,0.78728
"CHOYP_DECR2.1.2m.29687",0.25458,1.1475,0.26543,0.78728
"CHOYP_PPUTW619_2764.1.1m.44946",0.25432,1.1462,0.26593,0.78728
"CHOYP_ARF4.1.2m.8401",-0.25426,-1.146,0.26604,0.78728
"CHOYP_MCEE.1.1m.62224",0.25412,1.1453,0.26631,0.78728
"CHOYP_PUR8.1.1m.2748",0.25412,1.1453,0.26632,0.78728
"CHOYP_LOC100692418.1.1m.55157",0.25409,1.1451,0.26638,0.78728
"CHOYP_BRAFLDRAFT_63652.1.1m.8021",-0.254,-1.1447,0.26655,0.78728
"CHOYP_BRAFLDRAFT_80496.1.10m.12618",-0.254,-1.1447,0.26655,0.78728
"CHOYP_contig_026949m.30663",0.25388,1.1441,0.26679,0.78728
"CHOYP_SMP_089460.1.1.1m.34779",0.25384,1.1439,0.26685,0.78728
"CHOYP_BRAFLDRAFT_230181.1.1m.61583",0.25384,1.1439,0.26687,0.78728
"CHOYP_LOC101156197.1.1m.31571",0.25384,1.1439,0.26687,0.78728
"CHOYP_AGAP_AGAP000232.1.1m.1999",0.25384,1.1439,0.26687,0.78728
"CHOYP_LOC100208023.8.8m.49917",0.25384,1.1439,0.26687,0.78728
"CHOYP_PTPRA.2.22m.3118",0.25384,1.1439,0.26687,0.78728
"CHOYP_NEO1.3.3m.61836",0.25384,1.1439,0.26687,0.78728
"CHOYP_ASGR2.1.4m.4187",0.25384,1.1439,0.26687,0.78728
"CHOYP_BRAFLDRAFT_118043.1.1m.26278",0.25384,1.1439,0.26687,0.78728
"CHOYP_TENS3.4.4m.60095",0.25384,1.1439,0.26687,0.78728
"CHOYP_CHRO_0413.1.2m.16023",-0.25384,-1.1439,0.26687,0.78728
"CHOYP_BRAFLDRAFT_85664.3.10m.26597",0.25384,1.1439,0.26687,0.78728
"CHOYP_NFRKB.1.1m.18027",0.25384,1.1439,0.26687,0.78728
"CHOYP_BRAFLDRAFT_84664.1.7m.3969",0.25384,1.1439,0.26687,0.78728
"CHOYP_PGRMC1.1.1m.38547",0.25384,1.1439,0.26687,0.78728
"CHOYP_PTPRT.30.45m.53464",0.25384,1.1439,0.26687,0.78728
"CHOYP_MEG10.61.91m.50119",0.25384,1.1439,0.26687,0.78728
"CHOYP_contig_036974m.41637",0.25384,1.1439,0.26687,0.78728
"CHOYP_CAOG_05733.1.2m.29878",0.25384,1.1439,0.26687,0.78728
"CHOYP_LOC100496973.2.8m.19997",0.25384,1.1439,0.26687,0.78728
"CHOYP_NRX3A.1.1m.1705",0.25384,1.1439,0.26687,0.78728
"CHOYP_contig_015023m.17360",0.25384,1.1439,0.26687,0.78728
"CHOYP_TVAG_355490.20.22m.57012",0.25384,1.1439,0.26687,0.78728
"CHOYP_LOC101077787.2.3m.65668",0.25384,1.1439,0.26687,0.78728
"CHOYP_contig_001251m.1283",0.25384,1.1439,0.26687,0.78728
"CHOYP_contig_003595m.4058",0.25384,1.1439,0.26687,0.78728
"CHOYP_contig_005659m.6448",0.25384,1.1439,0.26687,0.78728
"CHOYP_CSN2.1.1m.28636",0.25383,1.1439,0.26688,0.78728
"CHOYP_LOC100708024.1.2m.7177",0.25372,1.1433,0.2671,0.78728
"CHOYP_CIR1A.1.1m.11568",-0.25369,-1.1432,0.26714,0.78728
"CHOYP_BCAT1.1.1m.54127",0.25355,1.1425,0.26743,0.78728
"CHOYP_LOC100368023.1.1m.14890",-0.25355,-1.1425,0.26743,0.78728
"CHOYP_PELO.1.1m.14458",0.25355,1.1425,0.26743,0.78728
"CHOYP_LOC100370838.1.1m.18679",-0.2534,-1.1418,0.26773,0.78728
"CHOYP_PAX2A.1.2m.10577",0.25331,1.1414,0.2679,0.78728
"CHOYP_BRAFLDRAFT_223476.1.1m.30983",0.2533,1.1413,0.26792,0.78728
"CHOYP_SGPP1.1.1m.5606",-0.25316,-1.1406,0.26819,0.78728
"CHOYP_SMP_012720.1.2m.31152",0.25316,1.1406,0.26819,0.78728
"CHOYP_LOC100181826.1.1m.16288",0.25301,1.1399,0.26848,0.78728
"CHOYP_DAB2.1.1m.22396",0.25301,1.1399,0.26848,0.78728
"CHOYP_LOC100371319.1.1m.10777",0.25286,1.1392,0.26877,0.78728
"CHOYP_BRAFLDRAFT_131134.3.3m.16643",-0.25282,-1.139,0.26885,0.78728
"CHOYP_BRAFLDRAFT_270672.1.1m.25768",-0.25278,-1.1388,0.26893,0.78728
"CHOYP_LOC100875390.1.1m.24780",0.25274,1.1386,0.26901,0.78728
"CHOYP_R3HDM1.1.1m.36018",-0.25262,-1.1381,0.26925,0.78728
"CHOYP_SEP11.1.2m.19430",0.25242,1.1371,0.26964,0.78728
"CHOYP_EXOSC2.1.1m.9530",-0.25237,-1.1369,0.26973,0.78728
"CHOYP_LYRM4.2.3m.7011",0.25236,1.1368,0.26976,0.78728
"CHOYP_CC171.1.1m.55237",0.25236,1.1368,0.26976,0.78728
"CHOYP_SACS.4.17m.32398",-0.25236,-1.1368,0.26976,0.78728
"CHOYP_BRAFLDRAFT_246447.1.1m.30255",-0.25235,-1.1367,0.26978,0.78728
"CHOYP_TVAG_268110.1.13m.574",-0.25235,-1.1367,0.26978,0.78728
"CHOYP_LOC592006.1.1m.18498",-0.25235,-1.1367,0.26978,0.78728
"CHOYP_PTPRK.18.20m.62712",-0.25235,-1.1367,0.26978,0.78728
"CHOYP_RT10.2.4m.12766",0.25228,1.1364,0.26991,0.78728
"CHOYP_LOC100370672.1.1m.54509",-0.25211,-1.1356,0.27025,0.78728
"CHOYP_BRAFLDRAFT_265162.3.3m.64003",-0.25205,-1.1353,0.27036,0.78728
"CHOYP_BRAFLDRAFT_208819.1.1m.61941",0.25201,1.1351,0.27043,0.78728
"CHOYP_PININ.1.1m.56667",-0.25198,-1.135,0.27051,0.78728
"CHOYP_RU1C.1.2m.50387",0.25184,1.1343,0.27078,0.78728
"CHOYP_contig_039330m.44540",0.25182,1.1342,0.27081,0.78728
"CHOYP_LOC100369186.2.9m.27904",0.25169,1.1336,0.27107,0.78728
"CHOYP_LOC594176.1.1m.9662",-0.25145,-1.1324,0.27155,0.78728
"CHOYP_DPSE_GA16367.1.1m.22618",0.25138,1.1321,0.27168,0.78728
"CHOYP_ABCB6.2.3m.11344",0.25131,1.1318,0.27181,0.78728
"CHOYP_BRAFLDRAFT_241400.1.1m.44544",0.25112,1.1308,0.2722,0.78728
"CHOYP_ENOPH.1.4m.8576",0.25074,1.129,0.27295,0.78728
"CHOYP_TSP_02835.1.1m.26375",-0.25053,-1.128,0.27335,0.78728
"CHOYP_KDEL1.1.1m.62729",0.2505,1.1279,0.27341,0.78728
"CHOYP_LOC100369411.1.1m.1071",-0.25036,-1.1272,0.27371,0.78728
"CHOYP_BRAFLDRAFT_121902.1.1m.64757",-0.25036,-1.1272,0.27371,0.78728
"CHOYP_contig_016370m.19270",0.25029,1.1268,0.27384,0.78728
"CHOYP_MCMBP.1.2m.3994",-0.25021,-1.1265,0.274,0.78728
"CHOYP_LOC100375888.1.1m.18951",-0.24978,-1.1244,0.27485,0.78728
"CHOYP_NEMVEDRAFT_V1G73504.2.2m.38500",-0.24958,-1.1235,0.27523,0.78728
"CHOYP_PHUM_PHUM574550.1.1m.59401",-0.2494,-1.1226,0.2756,0.78728
"CHOYP_LOC100902565.1.1m.19044",0.24917,1.1215,0.27606,0.78728
"CHOYP_LOC100883412.1.1m.25657",-0.24905,-1.1209,0.2763,0.78728
"CHOYP_ACOX3.1.1m.60111",-0.24904,-1.1208,0.27632,0.78728
"CHOYP_LOC100185472.1.1m.66178",-0.24885,-1.1199,0.27669,0.78728
"CHOYP_LOC655570.1.2m.9210",-0.24885,-1.1199,0.27669,0.78728
"CHOYP_LOC100377541.2.4m.15307",0.24885,1.1199,0.27669,0.78728
"CHOYP_LOC101169524.1.1m.4630",-0.24885,-1.1199,0.27669,0.78728
"CHOYP_LOC100186692.1.1m.7600",-0.24885,-1.1199,0.27669,0.78728
"CHOYP_LOC100378011.2.2m.52041",-0.24885,-1.1199,0.27669,0.78728
"CHOYP_PHUM_PHUM317840.2.2m.36471",0.24885,1.1199,0.27669,0.78728
"CHOYP_ITA7.1.1m.1060",-0.24885,-1.1199,0.27669,0.78728
"CHOYP_LOC100378993.1.1m.13997",-0.24885,-1.1199,0.27669,0.78728
"CHOYP_LOC100553687.1.1m.61663",0.24876,1.1195,0.27688,0.78728
"CHOYP_GPM6A.1.1m.41817",0.24876,1.1195,0.27688,0.78728
"CHOYP_UHRF1.1.1m.10935",0.24855,1.1185,0.2773,0.78728
"CHOYP_LOC100375954.4.6m.32949",0.24855,1.1185,0.2773,0.78728
"CHOYP_MYCB2.1.2m.13017",0.24851,1.1183,0.27737,0.78728
"CHOYP_LOC100185431.1.1m.43063",0.24846,1.1181,0.27746,0.78728
"CHOYP_LOC100547490.1.1m.5822",0.24846,1.1181,0.27746,0.78728
"CHOYP_BRD4.1.1m.55245",0.24846,1.1181,0.27748,0.78728
"CHOYP_BRAFLDRAFT_117631.1.1m.45793",-0.24811,-1.1164,0.27818,0.78728
"CHOYP_SMP_149390.1.1m.8819",-0.24807,-1.1162,0.27824,0.78728
"CHOYP_LOC100027962.1.1m.48278",0.2479,1.1154,0.27859,0.78728
"CHOYP_EIF1A.1.1m.30303",0.24779,1.1149,0.27881,0.78728
"CHOYP_BRAFLDRAFT_129513.1.1m.51276",0.24776,1.1147,0.27888,0.78728
"CHOYP_LOC578858.2.2m.25157",0.2475,1.1135,0.2794,0.78728
"CHOYP_ELMO1.1.1m.59285",0.24744,1.1132,0.27952,0.78728
"CHOYP_CALM.45.50m.57163",0.24731,1.1125,0.27978,0.78728
"CHOYP_contig_001477m.1562",0.2473,1.1125,0.27979,0.78728
"CHOYP_PPME1.1.1m.56260",0.24723,1.1122,0.27993,0.78728
"CHOYP_LOC100119236.1.1m.22785",-0.24712,-1.1117,0.28016,0.78728
"CHOYP_LOC100708717.1.1m.5825",0.24702,1.1112,0.28036,0.78728
"CHOYP_LOC100740246.1.1m.25108",-0.24696,-1.1109,0.28049,0.78728
"CHOYP_LC7L3.1.1m.20705",0.24695,1.1108,0.2805,0.78728
"CHOYP_contig_043238m.49940",0.24688,1.1105,0.28065,0.78728
"CHOYP_BRAFLDRAFT_88543.1.2m.54473",-0.24667,-1.1095,0.28107,0.78728
"CHOYP_DVIR_GJ11267.1.1m.29991",0.24636,1.108,0.28168,0.78728
"CHOYP_LOC100556034.2.2m.15378",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_TCFAP2B.2.2m.11727",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_TRIM56.2.2m.59948",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_HS12B.10.14m.59859",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_MLL3.2.3m.25295",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_68766.4.4m.38248",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_91870.3.3m.62762",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_ENPEP.1.1m.12765",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_247007.1.1m.15096",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100370334.1.1m.48934",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_117629.2.2m.31330",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100117425.1.1m.1256",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_MUG2.1.1m.55656",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_AGAP_AGAP000991.1.1m.5123",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_66705.1.1m.47148",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_129108.1.2m.2456",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_NEMVEDRAFT_V1G246686.1.1m.53126",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_NEUFC.1.1m.44515",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_CIT.1.2m.47708",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC583072.4.25m.20255",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_TPC2.1.2m.19378",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100213744.9.19m.37687",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_CSKI2.1.1m.29327",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_212438.1.1m.29117",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_285971.1.1m.18286",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_ZGC_171566.1.1m.22181",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100373083.1.2m.19986",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_IPO11.1.1m.10815",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100122208.1.1m.58545",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_118709.3.4m.52468",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_BRAFLDRAFT_60200.1.3m.22201",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100373146.1.2m.13310",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_PKH_082300.1.1m.29388",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100372845.1.3m.7734",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_contig_004338m.4955",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_contig_018978m.22243",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_TTHERM_00599920.1.1m.38926",-0.24633,-1.1079,0.28174,0.78728
"CHOYP_LOC100218754.1.1m.60778",0.24626,1.1075,0.28189,0.78728
"CHOYP_contig_013551m.15499",-0.24626,-1.1075,0.28189,0.78728
"CHOYP_BRAFLDRAFT_75632.1.1m.60676",0.24584,1.1055,0.28274,0.78728
"CHOYP_BRAFLDRAFT_208197.2.21m.9816",-0.24572,-1.1049,0.28298,0.78728
"CHOYP_CNDP2.3.4m.30467",0.24569,1.1048,0.28303,0.78728
"CHOYP_CEP350.1.1m.4119",0.24566,1.1047,0.2831,0.78728
"CHOYP_RL39.1.2m.5372",0.24563,1.1045,0.28316,0.78728
"CHOYP_OCDH.1.1m.1284",0.24562,1.1045,0.28319,0.78728
"CHOYP_GSLG1.3.3m.66468",-0.24561,-1.1044,0.28321,0.78728
"CHOYP_VPS35.1.1m.55447",0.2455,1.1039,0.28343,0.78728
"CHOYP_LOC657235.1.1m.1711",0.2455,1.1039,0.28343,0.78728
"CHOYP_BRAFLDRAFT_66688.1.2m.2447",-0.2455,-1.1039,0.28343,0.78728
"CHOYP_LOC100571875.1.1m.48861",-0.24548,-1.1038,0.28347,0.78728
"CHOYP_OXDD.1.4m.2688",-0.24545,-1.1037,0.28352,0.78728
"CHOYP_BRAFLDRAFT_91441.1.1m.47971",0.24544,1.1036,0.28354,0.78728
"CHOYP_SYMC.1.1m.18367",0.24543,1.1035,0.28357,0.78728
"CHOYP_LOC655529.1.3m.1225",0.24541,1.1035,0.2836,0.78728
"CHOYP_CDK13.1.1m.59965",-0.24537,-1.1033,0.2837,0.78728
"CHOYP_BRAFLDRAFT_209933.1.1m.29283",0.24522,1.1026,0.28399,0.78728
"CHOYP_LOC100115577.1.1m.21791",0.24516,1.1023,0.28411,0.78728
"CHOYP_LOC100083524.1.1m.50023",-0.24515,-1.1022,0.28413,0.78728
"CHOYP_ACSF2.2.4m.30204",-0.24515,-1.1022,0.28413,0.78728
"CHOYP_ISCW_ISCW017526.2.2m.57044",0.24495,1.1013,0.28454,0.78728
"CHOYP_FND2.4.4m.44570",0.2449,1.101,0.28464,0.78728
"CHOYP_LOC100164899.1.1m.59665",0.24483,1.1007,0.28479,0.78728
"CHOYP_BRAFLDRAFT_286243.1.1m.11085",-0.2444,-1.0986,0.28565,0.78728
"CHOYP_BRAFLDRAFT_279360.1.1m.11115",0.24435,1.0984,0.28576,0.78728
"CHOYP_PHUM_PHUM349810.1.2m.7707",0.24425,1.0979,0.28596,0.78728
"CHOYP_LOC589177.1.1m.52878",-0.24423,-1.0978,0.28601,0.78728
"CHOYP_BRAFLDRAFT_83096.1.1m.27011",0.24394,1.0964,0.28659,0.78728
"CHOYP_LOC576041.1.1m.28220",-0.24367,-1.0952,0.28714,0.78728
"CHOYP_RAB7A.1.2m.23790",-0.2436,-1.0948,0.28729,0.78728
"CHOYP_contig_023710m.26965",0.24358,1.0947,0.28732,0.78728
"CHOYP_RB3GP.1.2m.53902",0.24356,1.0946,0.28737,0.78728
"CHOYP_ACT3.3.3m.66907",0.24339,1.0938,0.28771,0.78728
"CHOYP_ABL1.1.1m.55647",-0.2432,-1.0929,0.28809,0.78728
"CHOYP_RFOX2.1.2m.24118",-0.2432,-1.0929,0.28809,0.78728
"CHOYP_BRAFLDRAFT_85896.1.1m.38692",-0.2432,-1.0929,0.2881,0.78728
"CHOYP_DLAT.1.1m.64812",0.24306,1.0922,0.2884,0.78728
"CHOYP_BOP1.1.1m.66373",-0.24295,-1.0917,0.28862,0.78728
"CHOYP_MIB.2.3m.30418",-0.24268,-1.0904,0.28916,0.78728
"CHOYP_DANA_GF15955.1.1m.44178",-0.24256,-1.0898,0.28941,0.78728
"CHOYP_DGRI_GH14833.1.1m.14206",0.24254,1.0897,0.28946,0.78728
"CHOYP_MSMB.4.5m.40217",-0.24254,-1.0897,0.28946,0.78728
"CHOYP_LOC100371457.1.1m.12814",-0.24254,-1.0897,0.28946,0.78728
"CHOYP_MIB1.2.4m.35815",0.24244,1.0893,0.28966,0.78728
"CHOYP_NUCL.2.2m.21719",-0.2424,-1.0891,0.28974,0.78728
"CHOYP_WDR11.2.2m.58625",0.24231,1.0887,0.28992,0.78728
"CHOYP_LOC100891888.1.1m.20756",0.24226,1.0884,0.29002,0.78728
"CHOYP_LOC100879250.1.1m.24381",0.24226,1.0884,0.29002,0.78728
"CHOYP_RS5.1.2m.146",0.24218,1.088,0.2902,0.78728
"CHOYP_ISCW_ISCW008219.1.2m.46822",0.24207,1.0875,0.29041,0.78728
"CHOYP_CPT2.1.1m.16349",0.24199,1.0871,0.29059,0.78728
"CHOYP_PPID.1.1m.55261",0.24194,1.0869,0.29068,0.78728
"CHOYP_CHD5.2.2m.28708",0.24147,1.0846,0.29166,0.78728
"CHOYP_DC1I2.1.3m.25743",0.24142,1.0844,0.29177,0.78728
"CHOYP_LOC664527.1.1m.16232",0.24131,1.0839,0.29199,0.78728
"CHOYP_LOC100375427.1.1m.6282",0.24117,1.0832,0.29228,0.78728
"CHOYP_LOC100169460.1.1m.41302",-0.24109,-1.0828,0.29244,0.78728
"CHOYP_NXF1.1.2m.28017",0.24107,1.0827,0.29247,0.78728
"CHOYP_LOC582174.2.16m.16430",0.24079,1.0814,0.29306,0.78728
"CHOYP_LOC100217869.1.2m.29774",0.24076,1.0813,0.29312,0.78728
"CHOYP_BRAFLDRAFT_202318.1.1m.4330",0.24066,1.0808,0.29332,0.78728
"CHOYP_BAZ1B.1.1m.24480",-0.24063,-1.0806,0.29338,0.78728
"CHOYP_NEMVEDRAFT_V1G167853.1.2m.20047",-0.24054,-1.0802,0.29358,0.78728
"CHOYP_FA49B.1.1m.294",0.2404,1.0795,0.29387,0.78728
"CHOYP_LTN1.1.2m.7693",0.24028,1.079,0.2941,0.78728
"CHOYP_LOC100709948.1.1m.9245",-0.24028,-1.079,0.2941,0.78728
"CHOYP_contig_030869m.35200",0.24028,1.079,0.2941,0.78728
"CHOYP_LOC587840.1.1m.10143",0.24027,1.0789,0.29413,0.78728
"CHOYP_TRIADDRAFT_53531.1.2m.12127",-0.24017,-1.0784,0.29434,0.78728
"CHOYP_RL21.1.4m.19435",0.24009,1.0781,0.2945,0.78728
"CHOYP_UUR10_0415.1.1m.64919",0.23998,1.0776,0.29472,0.78728
"CHOYP_LOC100372505.1.2m.10260",-0.23982,-1.0768,0.29506,0.78728
"CHOYP_contig_009870m.11509",0.23972,1.0763,0.29527,0.78728
"CHOYP_BRAFLDRAFT_126856.1.3m.24519",-0.23966,-1.076,0.29539,0.78728
"CHOYP_BRAFLDRAFT_278625.1.2m.53120",0.23965,1.076,0.29542,0.78728
"CHOYP_LOC100372942.1.1m.31119",0.23958,1.0756,0.29556,0.78728
"CHOYP_MYO6.1.1m.4131",0.23926,1.0741,0.29622,0.78728
"CHOYP_SMP_012720.2.2m.34968",0.23906,1.0732,0.29665,0.78728
"CHOYP_CBP.2.4m.11401",0.239,1.0729,0.29677,0.78728
"CHOYP_BRAFLDRAFT_89961.1.3m.5717",0.23893,1.0726,0.29691,0.78728
"CHOYP_E_R_.1.1m.63122",0.23884,1.0721,0.29711,0.78728
"CHOYP_BRAFLDRAFT_127065.1.7m.4586",-0.23884,-1.0721,0.29711,0.78728
"CHOYP_WDR63.1.1m.21743",-0.23873,-1.0716,0.29734,0.78728
"CHOYP_LOC100748436.1.1m.33164",0.23873,1.0716,0.29734,0.78728
